year_weeks,other_יהודה ושומרון,other_מחוז הדרום,other_מחוז המרכז,other_מחוז הצפון,other_מחוז חיפה,other_מחוז ירושלים,other_מחוז תל אביב,אבטיחים_other,אבטיחים_יהודה ושומרון,אבטיחים_מחוז הדרום,אבטיחים_מחוז המרכז,אבטיחים_מחוז הצפון,אבטיחים_מחוז חיפה,אבטיחים_מחוז תל אביב,אשכוליות_other,אשכוליות_יהודה ושומרון,אשכוליות_מחוז הדרום,אשכוליות_מחוז המרכז,אשכוליות_מחוז הצפון,אשכוליות_מחוז חיפה,אשכוליות_מחוז ירושלים,אשכוליות_מחוז תל אביב,בטטות_other,בטטות_מחוז הדרום,בטטות_מחוז המרכז,בטטות_מחוז הצפון,בטטות_מחוז חיפה,בטטות_מחוז תל אביב,בצלים_other,בצלים_יהודה ושומרון,בצלים_מחוז הדרום,בצלים_מחוז המרכז,בצלים_מחוז הצפון,בצלים_מחוז חיפה,בצלים_מחוז ירושלים,בצלים_מחוז תל אביב,גזרים_other,גזרים_מחוז הדרום,גזרים_מחוז המרכז,גזרים_מחוז הצפון,גזרים_מחוז חיפה,גזרים_מחוז ירושלים,גזרים_מחוז תל אביב,חסה_other,חסה_יהודה ושומרון,חסה_מחוז הדרום,חסה_מחוז המרכז,חסה_מחוז הצפון,חסה_מחוז חיפה,חסה_מחוז ירושלים,חסה_מחוז תל אביב,חצילים_other,חצילים_יהודה ושומרון,חצילים_מחוז הדרום,חצילים_מחוז המרכז,חצילים_מחוז הצפון,חצילים_מחוז חיפה,חצילים_מחוז ירושלים,חצילים_מחוז תל אביב,כרוב_other,כרוב_יהודה ושומרון,כרוב_מחוז הדרום,כרוב_מחוז המרכז,כרוב_מחוז הצפון,כרוב_מחוז חיפה,כרוב_מחוז ירושלים,כרוב_מחוז תל אביב,לימונים_other,לימונים_מחוז הדרום,לימונים_מחוז המרכז,לימונים_מחוז הצפון,לימונים_מחוז חיפה,לימונים_מחוז תל אביב,לפת_other,לפת_יהודה ושומרון,לפת_מחוז הדרום,לפת_מחוז המרכז,לפת_מחוז הצפון,לפת_מחוז חיפה,לפת_מחוז תל אביב,מלונים_other,מלונים_יהודה ושומרון,מלונים_מחוז הדרום,מלונים_מחוז המרכז,מלונים_מחוז הצפון,מלונים_מחוז חיפה,מלונים_מחוז ירושלים,מלונים_מחוז תל אביב,מלפפונים_other,מלפפונים_יהודה ושומרון,מלפפונים_מחוז הדרום,מלפפונים_מחוז המרכז,מלפפונים_מחוז הצפון,מלפפונים_מחוז חיפה,מלפפונים_מחוז ירושלים,מלפפונים_מחוז תל אביב,סלק_other,סלק_יהודה ושומרון,סלק_מחוז הדרום,סלק_מחוז המרכז,סלק_מחוז הצפון,סלק_מחוז חיפה,סלק_מחוז ירושלים,סלק_מחוז תל אביב,עגבניות_other,עגבניות_יהודה ושומרון,עגבניות_מחוז הדרום,עגבניות_מחוז המרכז,עגבניות_מחוז הצפון,עגבניות_מחוז חיפה,עגבניות_מחוז ירושלים,עגבניות_מחוז תל אביב,ענבים_other,ענבים_יהודה ושומרון,ענבים_מחוז הדרום,ענבים_מחוז המרכז,ענבים_מחוז הצפון,ענבים_מחוז חיפה,ענבים_מחוז תל אביב,פומלית_other,פומלית_מחוז הדרום,פומלית_מחוז המרכז,פומלית_מחוז הצפון,פומלית_מחוז חיפה,פומלית_מחוז תל אביב,פלפלים_other,פלפלים_יהודה ושומרון,פלפלים_מחוז הדרום,פלפלים_מחוז המרכז,פלפלים_מחוז הצפון,פלפלים_מחוז חיפה,פלפלים_מחוז ירושלים,פלפלים_מחוז תל אביב,צנון_other,צנון_יהודה ושומרון,צנון_מחוז הדרום,צנון_מחוז המרכז,צנון_מחוז הצפון,צנון_מחוז ירושלים,צנון_מחוז תל אביב,צנונית_other,צנונית_יהודה ושומרון,צנונית_מחוז הדרום,צנונית_מחוז המרכז,צנונית_מחוז הצפון,קולורבי_other,קולורבי_יהודה ושומרון,קולורבי_מחוז הדרום,קולורבי_מחוז המרכז,קולורבי_מחוז הצפון,קולורבי_מחוז חיפה,קולורבי_מחוז ירושלים,קולורבי_מחוז תל אביב,קישואים_other,קישואים_יהודה ושומרון,קישואים_מחוז הדרום,קישואים_מחוז המרכז,קישואים_מחוז הצפון,קישואים_מחוז חיפה,קישואים_מחוז ירושלים,קישואים_מחוז תל אביב,קלמנטינות_other,קלמנטינות_יהודה ושומרון,קלמנטינות_מחוז הדרום,קלמנטינות_מחוז המרכז,קלמנטינות_מחוז הצפון,קלמנטינות_מחוז חיפה,קלמנטינות_מחוז תל אביב,"תפו""א_other","תפו""א_יהודה ושומרון","תפו""א_מחוז הדרום","תפו""א_מחוז המרכז","תפו""א_מחוז הצפון","תפו""א_מחוז חיפה","תפו""א_מחוז ירושלים","תפו""א_מחוז תל אביב",תפוזים_other,תפוזים_מחוז הדרום,תפוזים_מחוז המרכז,תפוזים_מחוז הצפון,תפוזים_מחוז חיפה,תפוזים_מחוז תל אביב,תפוחים_other,תפוחים_מחוז הדרום,תפוחים_מחוז המרכז,תפוחים_מחוז הצפון,תפוחים_מחוז חיפה,תפוחים_מחוז תל אביב
2020-07-27/2020-08-02,48.00016,2682.5156,3492.606,15653.729,331.85718,5.612069,30.004824,65.79083,0.06405759,1117.4596,515.0469,61.20759,75.04301,0.7996354,0.075711675,0.010177743,0.08085253,0.83613914,0.12401107,0.010115942,0.0003528025,0.1508899,425.62445,721.7463,1690.3512,11.309213,48.45471,12.842676,401.96136,11.4080715,2282.835,17775.762,4818.8584,62.428463,4.439827,3.4281707,125.1117,536.0484,41.445034,1619.8527,22.256672,0.1070333,0.04624849,0.5661788,0.050522704,16.498617,7.511643,2.174372,0.06364348,0.00052480213,0.0067896084,77.20128,2.2673795,757.69574,2144.079,3182.0955,1175.314,0.43824705,15.459896,263.79037,35.730034,4582.602,1195.9808,380.34317,54.21208,0.38105237,20.721199,5.455127,328.79486,27.672281,20.465849,6.57863,1.2336348,0.025200335,0.015893914,0.030708397,0.02888845,0.44516602,0,0.00082938134,28.644491,49.202965,792.3045,1753.6754,589.4388,2.1752808,5.208754,25.093792,10.548881,1.3155831,620.77264,9425.055,40.149433,564.9448,0.3240699,268.49866,334.83032,679.09985,20359.652,196.75684,10572.234,20.55248,18.981163,5.088959,1598.6625,1.570552,8020.8867,13506.061,3437.0122,669.97144,24.086979,772.5663,77.341774,1012.5658,6727.3413,796.69006,1344.0748,15.856887,0,0.14206888,1.5282967,0.8269149,0.56568277,0.08062925,0.055996206,256.6461,2.4679365,3604.5076,3675.2566,1210.8994,1825.3164,10.916212,0,0.98446345,12.46593,4.4995055,2.5888364,9.419737,0,0.04331494,1187.41,445.04422,683.50507,7.3739977,119.91724,22.653927,0.713044,152.47148,47.337788,1457.6178,8.524321,1.2873766,0.29605606,0.8235753,0,33.032215,316.9446,4.1659937,90.74846,0.13842615,0.75159514,0.13420822,0.019662071,0.12786387,0.16880232,0.2082265,0.018885644,0.0046166866,118.5694,0,1362.4847,3092.8965,25.610415,305.86172,0,90.575745,3.953116,6.8326893,7.583443,2.8747633,0.84843767,95.55887,1606.6407,56.436512,49.982304,553.4768,78.88954,2.5967038
2020-08-03/2020-08-09,26.084234,1313.5424,2538.3708,13867.628,353.58234,19.381735,31.969109,1903.7537,0.7689531,362.6594,8268.839,1013.1647,322.95224,18.820236,0.40059388,0.008285489,0.0593099,0.4241454,0.18923903,0.016146448,0.0005631215,0.24084117,1102.1381,563.79706,900.7016,18.894348,37.85073,10.03215,2229.7236,4.9015136,1674.5859,1748.0325,7353.4966,35.070705,10.716547,1.9258596,608.9011,509.4874,58.466183,9483.852,46.02847,0.95106846,0.09564536,2.995678,0.041129474,12.10267,3.8152535,3.31806,0.10158378,0.00359909,0.010837153,408.4752,2.7824376,555.8126,2334.4092,4855.8335,1875.9652,3.0054946,24.676128,1028.1235,33.471504,1238.2646,1073.2001,1180.6688,176.02258,5.3159866,67.28027,34.28122,286.46317,35.78421,37.092854,11.307867,2.3386621,0.15650237,0.015186942,0.026440144,0.036917586,0.7973432,0,0.0015538085,541.6301,49.28045,715.0602,2349.1042,1106.6385,4.271722,43.94886,514.01764,55.81458,3.0574033,455.37183,10261.708,66.5423,901.73,2.2224681,428.5609,1460.0393,213.6963,1003.08136,105.46182,7260.462,39.69593,32.485287,2.0270572,8458.594,1.9273194,5883.7734,5512.2017,5244.8228,1069.3668,165.18848,1233.1224,71.59394,158.25008,1988.2256,35.995846,358.83463,4.4280205,0,0.7516933,0.071629,0.9003205,0.8632236,0.12869538,0.08937766,911.1111,1.3480177,1774.0823,2684.8408,1296.8025,1954.809,50.23013,0,2.429897,2.158901,1.5397313,1.3148841,6.6603913,0,0.032251853,1370.9196,58.120647,570.221,8.02859,208.11324,121.20432,0.5869697,223.4725,18.1291,670.5969,13.758235,8.927618,0.47783408,24.914045,0,62.498188,555.31805,36.34697,410.91577,5.427684,6.976658,2.2446234,0.20406108,1.1957644,2.343035,4.05089,0.38429654,0.093942985,627.3559,0,999.46045,1210.9485,39.081097,94.00189,0,144.5714,20.916105,5.012167,8.256628,4.386847,1.3542238,152.52515,2373.156,25.812609,33.930504,526.6086,78.5106,2.5842314
2020-08-10/2020-08-16,71.50851,3996.2961,4065.501,23320.252,494.3863,8.360614,40.633736,146.42259,0.14256512,2486.9917,599.53015,136.22217,167.01402,1.6177647,0.16850223,0.022651343,0.17994358,0.9732916,0.27599618,0.022513801,0.0007851889,0.30526954,947.2597,1606.3014,1967.62,25.169518,107.83976,25.982374,813.2192,23.079987,4618.4556,1235.8785,9749.161,126.30075,8.982337,106.68178,278.44565,1193.0173,48.243275,3605.1057,49.533947,0.23821098,0.09356658,1.2600746,0.11244219,36.71895,8.743784,4.8392334,0.14164354,0.0011679872,0.013736244,62.845802,1.8457637,616.8032,2268.746,6925.596,956.7659,0.35675576,12.585152,112.363304,15.21945,5958.838,362.69693,162.00975,23.092001,0.16231193,8.023451,12.140801,731.7584,32.211388,45.548374,14.641247,2.4958012,0.0560853,0.03537313,0.068343915,0.033627048,0.9907514,0,0.0016779443,63.75055,109.50498,1763.3351,2041.3322,1311.8417,4.8412566,11.592482,50.767944,23.47735,2.9279323,1381.577,10971.055,89.35572,1257.3285,0.7212424,543.2071,377.75058,766.14996,22969.457,229.03102,11927.4375,23.18699,21.414267,5.219031,3557.947,3.4953856,17851.105,5893.2305,7649.337,1491.0725,53.607437,1563.0002,172.1301,2253.5415,14972.219,291.01245,2991.3381,35.29073,0,0.31618538,3.4013433,0.96255434,1.2589709,0.17944667,0.11328748,571.1854,5.492583,8022.111,4278.1123,2694.9504,4062.3848,24.294874,0,2.1909995,27.74389,10.013996,3.0134864,20.964354,0,0.08763166,3005.4612,158.89362,1730.0242,8.583562,303.52332,50.418068,1.5869344,339.33707,55.102646,3244.0398,18.971537,2.8651567,0.5989591,1.8329303,0,73.51575,368.93332,9.271739,201.96762,0.30807805,15.098989,0.29869094,0.04375946,0.28457093,0.19649108,0.46342406,0.042031463,0.009340147,263.88538,0,3032.311,3600.227,56.99796,680.71893,0,183.2463,8.797959,15.206676,8.827362,6.3980083,1.8882635,193.32779,3575.6965,125.60383,58.18093,1231.8054,175.57478,5.253464
2020-08-17/2020-08-23,113.635124,2893.4375,2569.7292,26965.729,357.9504,6.053334,32.364048,658.25195,4.5289354,6581.927,11317.1875,1450.4225,442.01038,25.758434,0.13851108,0.02409469,0.08720982,0.2866263,0.13376184,0.010911343,0.0003805421,0.16275413,778.6609,778.49567,1243.6962,12.198427,52.264603,13.852472,29605.102,21.910126,5675.6587,2722.8367,11980.825,54.6282,3.885083,2.9998312,210.53639,749.1548,39.509846,6703.581,31.104832,0.14958456,0.06463462,1.0357985,0.119606994,17.795877,5.5267844,2.3453383,0.06864767,0.00056606624,0.007323461,141.2362,5.3677726,817.2726,1577.5321,3432.2986,1267.7289,0.47270563,16.675476,341.70724,84.586945,3499.9114,623.0674,290.48328,41.40385,0.2910247,15.825592,11.853225,421.21796,24.18203,26.218723,121.82198,1.580406,0.04246005,0.034654,0.03050576,0.019575566,0.4422282,0,0.00082390744,52.4038,138.86082,1018.78436,1538.1725,757.92957,2.7970836,6.697671,32.266838,19.298704,3.1144998,669.58276,6934.5977,47.03478,609.3653,0.3495509,289.61014,594.7781,472.69443,1737.7372,83.96659,5780.6396,6.517979,6.019652,1.613903,2924.6855,3.7181132,8651.557,3725.0073,3707.2627,722.6499,25.980906,833.3116,101.4827,1886.6116,5204.3994,99.7215,1039.8029,12.267216,0,0.2599088,1.6484636,0.60841274,0.6101614,0.08696896,0.060399085,329.5126,4.1003337,2728.558,1897.7545,916.6327,1381.7384,8.263403,0,0.84093213,6.278212,2.2660837,0.8893682,6.5951695,0,0.021814695,1273.5078,169.01826,838.458,5.42551,147.10289,41.444344,1.6880537,164.45999,12.115601,1572.2296,9.194571,1.388601,0.31933445,1.789515,0,42.317436,79.45336,5.337038,116.25754,0.17733733,0.96286637,0.29161587,0.22297235,0.66064936,0.5949322,1.075869,0.097578704,0.023853574,216.91739,0,1469.6155,818.327,27.624115,329.91098,0,97.69753,7.232049,7.369929,5.5796137,3.1007996,0.9151486,103.072464,965.9294,81.830826,49.435375,802.5202,114.38682,3.765122
2020-08-24/2020-08-30,87.336876,2693.4976,2125.0276,13068.856,333.21625,14.576681,30.127682,2353.7842,3.3778398,3215.619,9081.846,4500.6914,399.29532,23.269142,2.962904,0.21772826,0.9545032,2.7474322,9.55915,0.119423404,0.0035878785,1.781327,1449.74,741.6127,1052.4686,55.23552,85.64122,13.196171,7101.6064,16.41153,3433.8342,1463.3856,6929.937,33.050625,8.059737,1.8149296,375.10483,682.93005,31.995125,2089.5498,28.355162,0.46757168,0.0589209,9.044212,0.44117698,79.50506,3.1939828,10.017515,0.3066905,0.008671611,0.032718282,384.9473,9.316319,1139.7266,1954.2787,4576.143,1767.91,2.2603831,23.25479,968.9043,112.07141,4360.6685,898.4423,1112.6631,165.8838,3.9980655,63.404976,32.306614,587.4099,29.957159,34.956295,10.656532,2.2039545,0.1474878,0.050849807,0.054217063,0.030905984,0.75141615,0,0.0014643109,49.399567,45.70843,1616.5209,544.77124,288.8975,1.115169,9.156222,134.18878,52.599735,2.9564033,933.7672,8590.716,62.709507,849.79095,1.6714817,403.8761,1340.1,272.34457,2003.2969,743.93964,6664.023,36.434944,23.795223,1.8605368,7005.763,5.671453,10603.506,6017.464,4343.9785,534.7969,109.1862,1021.32385,210.64172,1612.2039,5527.167,94.07943,1055.7534,13.02798,0,0.7083957,0.14687946,0.7537137,0.8135019,0.1212825,0.08422951,953.5227,5.0123177,4039.8958,2496.0432,1357.1677,2045.804,41.952175,0,67.68433,54.551853,93.32157,32.535778,185.52406,0,0.8983687,2587.81,1429.47,2342.0713,6.7212267,288.55344,33.30125,1.9653265,458.2438,70.223915,631.9707,12.965758,1.9890904,0.45031086,40.207935,0,219.46849,796.12915,206.13834,663.1636,7.5457873,11.259395,2.1153326,0.6832494,2.4519851,1.9614985,3.8175576,0.36216107,0.08853187,1647.5277,0,5711.1084,2173.5776,102.63268,401.31827,0,379.66547,59.745087,31.151758,20.950638,12.530627,3.8682199,143.73979,2982.2517,19.030085,37.87756,661.7683,98.66117,3.2474983
2020-08-31/2020-09-06,42.213654,3966.04,2631.463,18469.648,717.1284,12.511415,34.418297,185.86496,0.52112657,221.96924,718.2122,355.3942,92.508575,1.7277303,33.65022,0.92227787,3.8604622,29.816095,14.935933,2.2524312,0.038202003,17.834393,988.9532,645.5895,686.03827,807.52,97.01969,7.9355597,9944.13,8.571079,6135.9604,1958.0443,9097.415,183.2906,88.17726,2.240342,821.1511,1444.8105,66.92811,5145.935,103.0848,0.9596149,0.18534207,20.295803,0.3692536,227.6795,36.458206,10.449952,1.14295,0.018243728,0.06472476,320.98312,2.897351,3092.0413,1557.1154,3577.3303,2448.1226,1.7670189,8.06414,358.17612,15.452072,691.144,317.36536,385.61877,101.83831,1.385621,20.662506,22.03824,511.35272,19.5272,22.35576,28.565674,1.325356,0.10061003,0.012937536,0.047197063,0.01976546,0.48055682,0,0.0008805687,13.911309,11.629418,1407.2155,355.10217,184.76007,1.263332,5.855721,80.694954,35.881367,0.75218666,812.8637,5599.743,40.1049,962.6964,1.0689707,242.87236,914.16125,174.17389,1608.4613,484.92758,7031.2847,41.27573,15.217868,1.1188405,1287.4932,0.7699992,7352.1924,2093.0847,1482.4723,482.56345,37.26191,521.302,90.86051,61.359604,10545.569,33.309547,366.57913,8.013,0,1.9998118,0.5291368,2.0331664,2.1530318,0.56859493,0.20961478,545.9984,44.599197,2952.0605,1365.7338,728.5723,1945.431,22.521297,0,24.899746,7.4850216,43.810932,22.062645,246.38716,0,0.29134414,2034.3203,419.1201,2349.5298,5.0488067,212.66301,100.80008,2.2187614,895.81915,203.11313,1793.3922,65.1763,5.644591,1.2015895,27.428211,0,191.05194,518.9466,131.83269,266.56497,4.825796,6.7708764,98.210106,11.831304,145.27432,87.01999,166.16595,27.92351,5.9062395,1680.9156,0,2525.231,2119.0535,98.16979,679.976,0,228.31332,33.821716,22.504536,11.333003,6.6503687,3.6366076,17.422153,8573.234,69.81319,11.735239,1783.5568,471.0209,5.5025992
2020-09-07/2020-09-13,7.3000107,3232.453,1820.0243,4719.5146,440.60638,7.687071,21.146755,51.82327,0.040896595,10.370764,2284.3792,15.232011,257.7539,0.48173016,4.7410583,0.03901095,0.5801597,5.044118,2.2446084,0.338501,0.005741101,2.6801984,569.6503,396.6526,474.49158,496.14355,34.65449,4.8756447,5727.952,1.4821979,3769.959,1354.262,5589.4883,112.614494,54.176517,1.3764764,472.99408,887.697,46.290062,3161.6863,63.335686,0.5895916,0.11387497,11.690666,0.06385506,139.8872,25.215971,6.4204993,0.7022336,0.011209032,0.03976718,184.8906,0.5010391,1899.7635,1076.9634,2197.9253,1504.1357,1.0856643,4.9546404,111.679955,1.4464489,133.84479,118.81893,128.25024,33.869675,0.46083382,6.8720016,12.694332,314.17703,13.5057955,13.735479,17.550879,0.8143046,0.0579528,0.0022372878,0.028998086,0.0136706075,0.29525635,0,0.00054102443,13.032015,3.2706892,1406.1302,399.43338,184.6175,1.2623585,5.8512096,80.63272,20.668139,0.45040596,499.4265,3873.0068,24.64062,591.48456,0.65678036,149.22177,540.65265,79.13179,1014.676,39.803703,4435.595,26.038267,9.5999975,0.7058062,1227.7528,0.2066678,7011.05,1514.3347,4084.2163,460.17224,35.532963,497.11328,51.00726,10.610915,6314.637,22.45294,219.50565,4.798148,0,1.1519191,0.32510403,1.4062196,1.3228321,0.34934726,0.12878817,314.50244,7.712544,1813.7571,944.59625,447.63776,1195.2808,13.837186,0,0.89979035,0.3180416,1.688691,0.9573073,9.496967,0,0.011229863,585.0155,9.866955,720.6929,3.4919581,51.525307,10.918503,0.07215246,149.40666,5.7093816,207.20453,7.530317,0.65216404,0.13882911,17.09837,0,127.03691,388.44293,24.94473,177.24799,3.2088363,4.502187,14.01069,0.5067267,22.106178,14.906285,25.285221,4.249083,0.8987446,297.90198,0,1710.323,450.93765,18.557785,128.54112,0,139.33022,6.427524,4.5618296,2.5860682,1.348076,0.73716617,10.704248,3703.3508,119.30395,6.0868154,821.78534,217.02603,2.5353613
2020-09-14/2020-09-20,50.45686,5191.9067,2923.2913,7928.9,707.6943,4.7730346,33.96554,77.42014,0.7299455,474.64725,9474.748,119.65056,1069.0696,1.9980444,0.4964447,0.034356236,0.11873105,1.0470731,0.48048273,0.06927506,0.0013639224,0.54850924,306.34732,416.905,498.71756,245.42682,36.423836,5.124586,7125.5337,43.18304,6055.245,2175.195,9390.478,180.87926,25.377485,2.2108712,368.7381,1352.5331,70.52963,5038.7427,96.501,0.2619856,0.17350478,9.60756,0.44135904,224.68417,40.501442,10.786578,1.1279149,0.005250557,0.063873336,151.94586,2.297386,3051.3643,1729.7981,3692.5593,2415.9165,0.50854915,7.9580555,162.97914,16.05012,763.4065,302.89178,138.54752,34.9809,0.13880566,7.0974727,10.432392,504.62564,21.692778,23.075897,28.189907,1.3079212,0.047626447,0.0154638905,0.04657621,0.02195746,0.49603698,0,0.0008689836,68.044014,48.62104,1220.5189,1379.8356,667.0773,4.3607965,5.894829,278.54404,16.98539,1.0905194,802.1701,6220.753,41.396774,950.03125,0.3076506,239.67717,523.48285,416.0332,1920.1375,75.32321,8393.777,10.161845,5.298081,1.3356429,719.1254,0.6753906,8025.975,1733.5503,1692.729,872.42896,11.862845,569.07556,13.776817,24.104214,7676.354,11.85253,121.20045,2.532864,0,0.94666374,8.172772,2.2586453,2.2223876,0.5611153,0.20685741,243.44131,50.210037,2743.9124,1429.0154,677.2007,1808.2588,6.1049385,0,0.7401305,2.1982696,2.7148027,1.5390017,22.35139,0,0.018053534,1291.666,68.19935,1157.5632,5.608722,86.56372,126.46268,2.0491834,683.0802,37.680485,1430.3658,49.698185,4.2371545,0.9162372,7.5818,0,110.09504,336.6395,22.61189,153.61003,0.75134015,3.9017699,17.468267,5.313585,53.86725,36.32293,64.44637,10.353967,2.1900182,285.54153,0,894.26733,1097.9354,36.363308,769.2799,0,80.853096,5.2822294,7.327125,4.1536975,2.2647977,1.1840229,17.192974,6756.8794,425.42865,21.705112,3065.145,773.8981,9.040903
2020-09-21/2020-09-27,21.522625,838.9403,1606.9664,3961.5342,285.95996,19.499725,14.708696,12.142283,0.11494558,29.339169,1285.179,23.217382,5.6390815,0.112870134,155.71376,5.0916376,8.842311,197.15804,69.11479,9.72554,0.15046673,17.24276,730.30725,235.97954,723.9405,596.3252,66.851814,5.860134,6155.1606,6.3294454,1879.942,1731.892,5631.0713,105.86106,46.456406,1.3867139,508.27145,442.6613,59.197803,3185.1985,59.53751,0.50557524,0.114721924,14.987746,0.2726809,83.22271,38.47247,7.716927,0.7875548,0.011467275,0.047796987,293.244,3.1579509,1398.2366,2032.7892,1036.6661,2086.909,1.3740557,4.991495,367.09653,18.894173,182.62732,464.80182,395.22266,43.118504,1.208772,21.177114,13.641111,156.66833,17.271791,13.837648,16.498362,0.8203612,432.29285,9.442557,18.791824,0.3002211,543.7536,0,3.7835414,8.903142,8.879543,445.78354,324.75314,118.24519,0.7544253,3.1898613,51.644176,22.209621,0.5554636,249.04532,4952.9663,24.823915,556.01355,0.5631895,150.33176,565.84235,128.62132,492.80063,170.11304,4352.1846,10.636449,8.0175705,0.69253343,719.7193,0.51352996,2034.3417,1671.9745,387.50775,251.70743,17.729626,291.4121,709.16235,11.200412,5057.0747,24.516083,269.8049,5.5030146,0,85.25386,7.992464,123.857635,91.78582,22.617855,8.936068,228.2836,22.24682,610.93726,815.96967,304.6183,265.02243,8.014809,0,15.412311,5.527426,13.422808,19.514393,287.44452,0,0.1803345,1259.192,23.40093,719.84937,4.465665,131.63293,37.798527,0.9926178,166.27336,108.8371,672.4958,22.804832,0.70145607,0.4505782,6.0635586,0,58.534527,163.93698,8.361515,54.986473,0.9080602,0.3965998,252.36986,8.737007,184.78139,319.53983,426.99557,66.953835,15.177225,1312.98,0,1204.3533,990.84314,32.122986,222.50099,0,74.70843,43.646187,14.375028,20.898754,8.582153,4.3789563,22.4829,5595.6274,22.554285,10.945128,1164.1014,286.85834,3.591467
2020-09-28/2020-10-04,1.2625463,2847.232,2157.4124,5221.5957,547.65,47.516582,181.12247,17.168036,0.0019939921,47.672607,21.004133,57.608047,8.194763,0.5365481,267.77243,0.2716924,27.180822,240.77327,2623.4094,16.942583,0.33352193,108.02411,1020.09,591.7362,718.10944,36.89049,94.595924,10.047068,4188.406,0.1743586,2296.5405,836.9198,3331.3396,72.974434,4.889353,1.1582263,486.16785,1003.7192,81.77805,4202.967,57.69093,0.62333477,0.580776,94.730354,0.053479634,944.3112,100.70697,78.18449,5.0426626,0.09342366,0.37080997,413.08408,0.13803713,3535.987,2033.559,2014.5458,2978.1008,2.4949327,7.620602,364.0826,13.445962,967.8335,327.37262,687.8772,43.322144,1.5452847,25.780123,59.59423,725.15,53.585392,46.602684,73.01659,4.3990326,9.812271,0.004251181,0.7657406,0.00704835,3498.1594,0,0.10541164,2.688979,0.04352603,126.4218,36.432175,32.780064,0.120731235,0.64952177,0.9563896,31.022364,0.024075184,624.4996,4913.077,474.97125,786.7639,1.0139871,257.74002,790.36615,5.574761,1235.7341,14.748693,10668.168,15.050687,14.435117,1.1873314,657.3925,0.01589205,4672.032,1084.542,621.14307,232.90778,20.87401,326.71393,14.660329,0.14844331,1046.9807,18.559883,120.88992,1.4233689,0,496.07755,129.0078,133.5032,244.47757,34.77701,16.64789,478.46896,12.862294,2298.7754,1214.5292,396.51324,562.7144,21.652945,0,51.57351,0.36681005,42.255543,2.455832,120.66112,0,2.4950733,1496.0885,0.18558638,2557.094,4.340362,230.45912,251.34065,0.20480959,1140.695,513.9483,7847.3843,153.61772,7.142118,3.677527,6.8531876,0,263.26978,131.58205,11.128705,146.74426,1.3228921,0.5501939,270.54272,0.29063082,355.61288,243.26424,90.21376,72.71101,19.970516,1962.0659,0,3230.9487,1051.5145,107.693306,336.83234,0,327.24808,678.6719,742.5235,42.246788,11.042356,12.627449,0.48312005,9600.587,39.610474,67.418945,1998.4825,284.28485,2.3060672
2020-10-05/2020-10-11,1.5783911,3559.5117,2697.1206,6527.86,684.65265,5.982158,226.43289,22.809546,0.0024928194,59.598606,26.258629,72.01951,10.244805,0.6707737,355.764,0.33966038,33.980503,301.00623,3279.6887,21.181017,0.041989196,135.04791,816.2966,445.56253,897.755,27.777615,71.22836,7.565184,1671.988,0.06549358,862.6387,314.3681,1251.3384,120.528854,0.61555165,0.4350593,645.9254,1254.8141,102.236015,5254.405,72.12315,0.07847555,0.7260658,125.85929,0.06685837,1180.5444,125.90029,97.74348,6.304161,0.01176171,0.4635737,548.82587,0.17256913,4420.574,2542.2834,2518.516,3723.118,0.31410295,9.527007,483.72226,16.809666,1209.9512,409.26965,859.9597,54.159805,0.3557253,32.229404,79.17724,906.5569,66.99059,58.261078,91.282745,5.4995165,13.036639,0.005314681,0.957302,0.008811601,1431.4064,0,0.13178195,3.5725932,0.054414704,158.04805,45.546223,40.98048,0.15093397,0.08177247,1.1956449,41.216473,0.031042218,805.221,6334.856,612.42126,1014.4424,0.1316622,332.3264,1050.0851,6.9693727,1544.8711,10.984868,13336.979,18.81584,1.8173277,1.4843606,873.41547,0.019867674,5840.8145,1355.856,776.53107,291.17307,2.6279628,408.44617,19.477798,0.18557853,1308.8981,23.202923,151.1323,1.7794461,0,659.0915,161.28098,166.90097,305.6372,43.477,20.812607,635.69666,16.079992,2873.8477,1518.3615,495.7068,703.4856,2.7260249,0,25.641972,0.45857316,19.76877,1.1489322,56.449917,0,1.1672906,1987.7119,0.23201364,3196.7869,5.4261684,288.11182,251.34065,0.19271769,1073.348,483.60464,7384.08,144.5481,0.6767748,3.4604065,9.105185,0,329.13052,164.4992,13.912716,183.45447,0.16654734,0.68783337,2403.704,0.48142686,2972.993,2033.7355,754.2043,358.14215,166.95749,4571.1616,0,9525.848,3100.1907,317.51324,993.0861,0,964.82874,901.6874,928.27655,52.815453,13.804769,15.786393,0.6039798,12755.3955,49.519623,84.284775,2498.4321,355.40283,2.8829644
